,file_name,path,line_count
29,create_audio_system_obfuscated.c,/home/matt/Desktop/papermario-dx/src/,22
30,cam_mode_5.c,/home/matt/Desktop/papermario-dx/src/,103
31,heaps.c,/home/matt/Desktop/papermario-dx/src/,16
32,cam_mode_1.c,/home/matt/Desktop/papermario-dx/src/,148
33,general_heap_create_obfuscated.c,/home/matt/Desktop/papermario-dx/src/,54
34,msg_img.c,/home/matt/Desktop/papermario-dx/src/,100
35,state_logos.c,/home/matt/Desktop/papermario-dx/src/,318
36,heap.c,/home/matt/Desktop/papermario-dx/src/,71
37,cam_main.c,/home/matt/Desktop/papermario-dx/src/,536
38,effects.c,/home/matt/Desktop/papermario-dx/src/,341
39,starpoint.c,/home/matt/Desktop/papermario-dx/src/,146
40,sprite_shading.c,/home/matt/Desktop/papermario-dx/src/,447
41,39210_len_aa0.c,/home/matt/Desktop/papermario-dx/src/,329
42,cam_mode_2.c,/home/matt/Desktop/papermario-dx/src/,270
43,8a160_len_700.c,/home/matt/Desktop/papermario-dx/src/,183
44,state_startup.c,/home/matt/Desktop/papermario-dx/src/,112
45,worker.c,/home/matt/Desktop/papermario-dx/src/,188
46,global_hud_scripts.c,/home/matt/Desktop/papermario-dx/src/,2571
47,sprite.c,/home/matt/Desktop/papermario-dx/src/,1345
48,startup_screen_fading.c,/home/matt/Desktop/papermario-dx/src/,45
49,model.c,/home/matt/Desktop/papermario-dx/src/,4672
50,speech_bubble.c,/home/matt/Desktop/papermario-dx/src/,151
51,cam_mode_unused.c,/home/matt/Desktop/papermario-dx/src/,72
52,rumble.c,/home/matt/Desktop/papermario-dx/src/,51
53,battle_heap_create_obfuscated.c,/home/matt/Desktop/papermario-dx/src/,54
54,5B320.c,/home/matt/Desktop/papermario-dx/src/,505
55,77480.c,/home/matt/Desktop/papermario-dx/src/,1738
56,game_states.c,/home/matt/Desktop/papermario-dx/src/,188
57,38F00.c,/home/matt/Desktop/papermario-dx/src/,166
58,state_file_select.c,/home/matt/Desktop/papermario-dx/src/,445
59,cam_mode_zone_interp.c,/home/matt/Desktop/papermario-dx/src/,938
60,collision.c,/home/matt/Desktop/papermario-dx/src/,1072
61,state_title_screen.c,/home/matt/Desktop/papermario-dx/src/,570
62,heaps3.c,/home/matt/Desktop/papermario-dx/src/,7
63,battle_ui_gfx.c,/home/matt/Desktop/papermario-dx/src/,886
64,7B440.c,/home/matt/Desktop/papermario-dx/src/,246
65,screen_overlays.c,/home/matt/Desktop/papermario-dx/src/,696
66,891b0_len_fb0.c,/home/matt/Desktop/papermario-dx/src/,350
67,background.c,/home/matt/Desktop/papermario-dx/src/,318
68,pulse_stone.c,/home/matt/Desktop/papermario-dx/src/,184
69,state_battle.c,/home/matt/Desktop/papermario-dx/src/,211
70,7BB60.c,/home/matt/Desktop/papermario-dx/src/,1224
71,screen_render_util.c,/home/matt/Desktop/papermario-dx/src/,280
72,msg.c,/home/matt/Desktop/papermario-dx/src/,2335
73,state_world.c,/home/matt/Desktop/papermario-dx/src/,36
74,7E9D0.c,/home/matt/Desktop/papermario-dx/src/,685
75,fio.c,/home/matt/Desktop/papermario-dx/src/,341
76,load_engine_data_obfuscated.c,/home/matt/Desktop/papermario-dx/src/,51
77,npc_collision.c,/home/matt/Desktop/papermario-dx/src/,668
78,menu_hud_scripts.c,/home/matt/Desktop/papermario-dx/src/,283
79,325AD0.c,/home/matt/Desktop/papermario-dx/src/,111
80,status_icons.c,/home/matt/Desktop/papermario-dx/src/,1344
81,101b90_len_8f0.c,/home/matt/Desktop/papermario-dx/src/,389
82,background_gfx.c,/home/matt/Desktop/papermario-dx/src/,497
83,model_clear_render_tasks.c,/home/matt/Desktop/papermario-dx/src/,3
84,state_intro.c,/home/matt/Desktop/papermario-dx/src/,259
85,vars_access.c,/home/matt/Desktop/papermario-dx/src/,168
86,main_loop.c,/home/matt/Desktop/papermario-dx/src/,396
87,entity_model.c,/home/matt/Desktop/papermario-dx/src/,827
88,animator.c,/home/matt/Desktop/papermario-dx/src/,1357
89,state_demo.c,/home/matt/Desktop/papermario-dx/src/,288
90,draw_box.c,/home/matt/Desktop/papermario-dx/src/,834
91,msg_draw.c,/home/matt/Desktop/papermario-dx/src/,2235
92,cam_math.c,/home/matt/Desktop/papermario-dx/src/,530
93,encounter.c,/home/matt/Desktop/papermario-dx/src/,2774
94,main.c,/home/matt/Desktop/papermario-dx/src/,292
95,npc.c,/home/matt/Desktop/papermario-dx/src/,2828
96,cam_mode_0.c,/home/matt/Desktop/papermario-dx/src/,28
97,msg_data.c,/home/matt/Desktop/papermario-dx/src/,944
98,cam_mode_6.c,/home/matt/Desktop/papermario-dx/src/,76
99,i_spy.c,/home/matt/Desktop/papermario-dx/src/,163
100,entity.c,/home/matt/Desktop/papermario-dx/src/,1767
101,umoddi3.c,/home/matt/Desktop/papermario-dx/src/gcc/,9
102,udivdi3.c,/home/matt/Desktop/papermario-dx/src/gcc/,5
103,moddi3.c,/home/matt/Desktop/papermario-dx/src/gcc/,26
104,divdi3.c,/home/matt/Desktop/papermario-dx/src/gcc/,26
105,HeartBlock.c,/home/matt/Desktop/papermario-dx/src/entity/,476
106,SuperBlock.c,/home/matt/Desktop/papermario-dx/src/entity/,302
107,ShatteringBlock_common.c,/home/matt/Desktop/papermario-dx/src/entity/,206
108,ItemBlock.c,/home/matt/Desktop/papermario-dx/src/entity/,459
109,SimpleSpring.c,/home/matt/Desktop/papermario-dx/src/entity/,124
110,HiddenPanel.c,/home/matt/Desktop/papermario-dx/src/entity/,379
111,ShatteringBlock.c,/home/matt/Desktop/papermario-dx/src/entity/,217
112,WoodenCrate.c,/home/matt/Desktop/papermario-dx/src/entity/,290
113,Chest.c,/home/matt/Desktop/papermario-dx/src/entity/,517
114,Switch.c,/home/matt/Desktop/papermario-dx/src/entity/,587
115,Signpost.c,/home/matt/Desktop/papermario-dx/src/entity/,46
116,Block.c,/home/matt/Desktop/papermario-dx/src/entity/,810
117,SaveBlock.c,/home/matt/Desktop/papermario-dx/src/entity/,201
118,Shadow.c,/home/matt/Desktop/papermario-dx/src/entity/,131
119,BlueWarpPipe.c,/home/matt/Desktop/papermario-dx/src/entity/,213
120,Plants2.c,/home/matt/Desktop/papermario-dx/src/entity/jan_iwa/,472
121,Plants1.c,/home/matt/Desktop/papermario-dx/src/entity/jan_iwa/,432
122,ArrowSign.c,/home/matt/Desktop/papermario-dx/src/entity/jan_iwa/,66
123,PowBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,71
124,Hammer1Block.c,/home/matt/Desktop/papermario-dx/src/entity/model/,51
125,HeartBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,53
126,SuperBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,130
127,HitRedBlock_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,88
128,BombableRock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,261
129,UltraBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,124
130,ScriptSpring_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,610
131,Tweester.c,/home/matt/Desktop/papermario-dx/src/entity/model/,228
132,MunchlesiaGrab_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,220
133,HitRedBlock_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,57
134,TrumpetPlant_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,145
135,BellbellPlant_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,469
136,ShatteringHammer1Block.c,/home/matt/Desktop/papermario-dx/src/entity/model/,1312
137,RedSwitch.c,/home/matt/Desktop/papermario-dx/src/entity/model/,186
138,InertRedBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,49
139,PinkFlower_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,156
140,MunchlesiaReset_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,234
141,HeartBlockContent.c,/home/matt/Desktop/papermario-dx/src/entity/model/,78
142,GreenStompSwitch.c,/home/matt/Desktop/papermario-dx/src/entity/model/,102
143,ShatteringBrickBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,1288
144,Padlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,172
145,BrickBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,50
146,Hammer3Block.c,/home/matt/Desktop/papermario-dx/src/entity/model/,46
147,HiddenPanel.c,/home/matt/Desktop/papermario-dx/src/entity/model/,96
148,PadlockRedFace.c,/home/matt/Desktop/papermario-dx/src/entity/model/,176
149,MunchlesiaReset_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,2945
150,InertYellowBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,51
151,HitFloatingYellowBlock_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,98
152,ShatteringHammer3Block.c,/home/matt/Desktop/papermario-dx/src/entity/model/,1329
153,Hammer2Block.c,/home/matt/Desktop/papermario-dx/src/entity/model/,51
154,UnusedBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,152
155,MunchlesiaEnvelop_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,215
156,PadlockBlueFace.c,/home/matt/Desktop/papermario-dx/src/entity/model/,176
157,WoodenCrate.c,/home/matt/Desktop/papermario-dx/src/entity/model/,1435
158,HitYellowBlock_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,49
159,Chest.c,/home/matt/Desktop/papermario-dx/src/entity/model/,154
160,CymbalPlant_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,385
161,MunchlesiaSpitOut_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,227
162,MunchlesiaChewing_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,199
163,SimpleSpring_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,174
164,YellowBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,48
165,ShatteringHammer2Block.c,/home/matt/Desktop/papermario-dx/src/entity/model/,1312
166,MunchlesiaBeginChew_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,3344
167,SimpleSpring_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,610
168,UltraBlockContent.c,/home/matt/Desktop/papermario-dx/src/entity/model/,73
169,Signpost.c,/home/matt/Desktop/papermario-dx/src/entity/model/,102
170,PadlockRedFrame.c,/home/matt/Desktop/papermario-dx/src/entity/model/,156
171,SaveBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,205
172,HitYellowBlock_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,99
173,TrumpetPlant_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,117
174,ArrowSign.c,/home/matt/Desktop/papermario-dx/src/entity/model/,84
175,BlueSwitch.c,/home/matt/Desktop/papermario-dx/src/entity/model/,191
176,BellbellPlant_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,177
177,CymbalPlant_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,262
178,SpinningFlower.c,/home/matt/Desktop/papermario-dx/src/entity/model/,116
179,MunchlesiaReset1_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,3344
180,PushBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,55
181,MunchlesiaSpitOut_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,3344
182,ScriptSpring_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,177
183,MunchlesiaBeginChew_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,227
184,StarBoxLauncher.c,/home/matt/Desktop/papermario-dx/src/entity/model/,124
185,MunchlesiaReset1_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,227
186,MunchlesiaEnvelop_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,2945
187,MunchlesiaGrab_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,2945
188,HitFloatingYellowBlock_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,49
189,RedBlock.c,/home/matt/Desktop/papermario-dx/src/entity/model/,48
190,PinkFlower_anim.c,/home/matt/Desktop/papermario-dx/src/entity/model/,356
191,BoardedFloor.c,/home/matt/Desktop/papermario-dx/src/entity/model/,474
192,MunchlesiaChewing_gfx.c,/home/matt/Desktop/papermario-dx/src/entity/model/,149
193,BlueWarpPipe.c,/home/matt/Desktop/papermario-dx/src/entity/model/,89
194,SuperBlockContent.c,/home/matt/Desktop/papermario-dx/src/entity/model/,50
195,Tweester.c,/home/matt/Desktop/papermario-dx/src/entity/sbk_omo/,329
196,StarBoxLauncher.c,/home/matt/Desktop/papermario-dx/src/entity/sbk_omo/,274
197,BombableRock.c,/home/matt/Desktop/papermario-dx/src/entity/default/,276
198,Padlock.c,/home/matt/Desktop/papermario-dx/src/entity/default/,290
199,BoardedFloor.c,/home/matt/Desktop/papermario-dx/src/entity/default/,255
200,partner_dma.c,/home/matt/Desktop/papermario-dx/src/battle/,39
201,use_moves.c,/home/matt/Desktop/papermario-dx/src/battle/,115
202,btl_states_actions.c,/home/matt/Desktop/papermario-dx/src/battle/,4509
203,level_up.c,/home/matt/Desktop/papermario-dx/src/battle/,1495
204,camera.c,/home/matt/Desktop/papermario-dx/src/battle/,2563
205,16C8E0.c,/home/matt/Desktop/papermario-dx/src/battle/,1211
206,action_cmd.c,/home/matt/Desktop/papermario-dx/src/battle/,805
207,dmg_item.c,/home/matt/Desktop/papermario-dx/src/battle/,808
208,190A10.c,/home/matt/Desktop/papermario-dx/src/battle/,33
209,1A5830.c,/home/matt/Desktop/papermario-dx/src/battle/,3460
210,use_items.c,/home/matt/Desktop/papermario-dx/src/battle/,209
211,entity_model_icons.c,/home/matt/Desktop/papermario-dx/src/battle/,103
212,190B20.c,/home/matt/Desktop/papermario-dx/src/battle/,3216
213,actor_api.c,/home/matt/Desktop/papermario-dx/src/battle/,3824
214,181810.c,/home/matt/Desktop/papermario-dx/src/battle/,657
215,battle.c,/home/matt/Desktop/papermario-dx/src/battle/,334
216,dmg_player.c,/home/matt/Desktop/papermario-dx/src/battle/,2506
217,standard_events.c,/home/matt/Desktop/papermario-dx/src/battle/,2138
218,popup_messages.c,/home/matt/Desktop/papermario-dx/src/battle/,1709
219,actors.c,/home/matt/Desktop/papermario-dx/src/battle/,213
220,btl_states_menus.c,/home/matt/Desktop/papermario-dx/src/battle/,5319
221,actor_rendering.c,/home/matt/Desktop/papermario-dx/src/battle/,3984
222,dmg_partner.c,/home/matt/Desktop/papermario-dx/src/battle/,1407
223,player_events.c,/home/matt/Desktop/papermario-dx/src/battle/,1861
224,use_star_powers.c,/home/matt/Desktop/papermario-dx/src/battle/,127
225,body_slam.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,194
226,air_lift.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,256
227,bomb.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,191
228,dizzy_shell.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,200
229,07.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,200
230,0A.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,161
231,power_shock.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,320
232,whirlwind.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,303
233,smack.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,284
234,fire_shell.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,215
235,flee.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,247
236,hurricane.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,338
237,water_block.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,643
238,break_free.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,257
239,squirt.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,223
240,stop_leech.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,164
241,air_raid.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,231
242,mega_shock.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,346
243,spook.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,230
244,tidal_wave.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,314
245,spiny_surge.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,238
246,hammer.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,337
247,jump.c,/home/matt/Desktop/papermario-dx/src/battle/action_cmd/,207
248,goompa.c,/home/matt/Desktop/papermario-dx/src/battle/partner/,197
249,sushie.c,/home/matt/Desktop/papermario-dx/src/battle/partner/,1238
250,parakarry.c,/home/matt/Desktop/papermario-dx/src/battle/partner/,1302
251,goombario.c,/home/matt/Desktop/papermario-dx/src/battle/partner/,1543
252,watt.c,/home/matt/Desktop/papermario-dx/src/battle/partner/,1379
253,bow.c,/home/matt/Desktop/papermario-dx/src/battle/partner/,1228
254,bombette.c,/home/matt/Desktop/papermario-dx/src/battle/partner/,1439
255,twink.c,/home/matt/Desktop/papermario-dx/src/battle/partner/,293
256,lakilester.c,/home/matt/Desktop/papermario-dx/src/battle/partner/,1799
257,kooper.c,/home/matt/Desktop/papermario-dx/src/battle/partner/,1386
258,chill_out.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,203
259,refresh.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,167
260,smooch.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,174
261,peach_focus_alt.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,62
262,lullaby.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,68
263,star_storm.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,96
264,peach_beam.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,48
265,focus.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,107
266,peach_focus.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,99
267,star_beam.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,48
268,time_out.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,41
269,up_and_away.c,/home/matt/Desktop/papermario-dx/src/battle/move/star_power/,181
270,sleep_stomp.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,186
271,jump_charge_0.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,106
272,earthquake_jump.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,706
273,multibounce.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,488
274,jump_charge_1.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,116
275,attack.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,572
276,demo_power_bounce.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,465
277,power_jump.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,124
278,power_bounce.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,502
279,shrink_stomp.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,186
280,dizzy_stomp.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,186
281,super_jump.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,125
282,auto_jump.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,199
283,d_down_jump.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,223
284,auto_multibounce.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,457
285,mega_jump.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,130
286,jump_charge_2.c,/home/matt/Desktop/papermario-dx/src/battle/move/jump/,115
287,thunder_bolt.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,77
288,food.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,251
289,electro_pop.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,131
290,snowman_doll.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,96
291,pow_block.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,131
292,thunder_rage.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,83
293,stone_cap.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,68
294,dizzy_dial.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,101
295,volt_shroom.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,42
296,stop_watch.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,49
297,super_soda.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,212
298,life_shroom.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,205
299,pebble.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,95
300,mushroom.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,223
301,insecticide_herb.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,157
302,coconut.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,96
303,sleepy_sheep.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,466
304,mystery.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,284
305,repel_gel.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,44
306,fire_flower.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,89
307,ultra_shroom.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,59
308,fright_jar.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,70
309,strange_cake.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,364
310,please_come_back.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,23
311,unknown_item.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,57
312,dusty_hammer.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,95
313,tasty_tonic.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,77
314,dried_shroom.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,57
315,hustle_drink.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,122
316,shooting_star.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,148
317,egg_missile.c,/home/matt/Desktop/papermario-dx/src/battle/move/item/,194
318,spin_smash.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,425
319,shell_crack.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,126
320,power_quake.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,163
321,mega_smash.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,110
322,shrink_smash.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,131
323,attack.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,354
324,auto_smash.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,131
325,hammer_charge_0.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,340
326,power_smash.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,105
327,hammer_throw.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,429
328,hammer_charge_2.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,344
329,hammer_charge_1.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,350
330,mega_quake.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,216
331,super_smash.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,106
332,d_down_pound.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,147
333,quake_hammer.c,/home/matt/Desktop/papermario-dx/src/battle/move/hammer/,148
334,stilt_guy.c,/home/matt/Desktop/papermario-dx/src/battle/area/omo2_2/actor/,1344
335,area.c,/home/matt/Desktop/papermario-dx/src/battle/area/iwa/,112
336,iwa_01b.c,/home/matt/Desktop/papermario-dx/src/battle/area/iwa/stage/,3
337,iwa_01.c,/home/matt/Desktop/papermario-dx/src/battle/area/iwa/stage/,3
338,iwa_02.c,/home/matt/Desktop/papermario-dx/src/battle/area/iwa/stage/,3
339,whacka.c,/home/matt/Desktop/papermario-dx/src/battle/area/iwa/actor/,3
340,buzzar.c,/home/matt/Desktop/papermario-dx/src/battle/area/iwa/actor/,1237
341,cleft.c,/home/matt/Desktop/papermario-dx/src/battle/area/iwa/actor/,3
342,monty_mole.c,/home/matt/Desktop/papermario-dx/src/battle/area/iwa/actor/,3
343,area.c,/home/matt/Desktop/papermario-dx/src/battle/area/kpa3/,36
344,kpa_01.c,/home/matt/Desktop/papermario-dx/src/battle/area/kpa3/stage/,3
345,duplighost.c,/home/matt/Desktop/papermario-dx/src/battle/area/kpa3/actor/,3
346,anti_guy.c,/home/matt/Desktop/papermario-dx/src/battle/area/kpa3/actor/,4
347,area.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/,159
348,pra_03.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/stage/,3
349,pra_04.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/stage/,3
350,pra_02.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/stage/,3
351,pra_01.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/stage/,3
352,pra_03c.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/stage/,3
353,pra_03b.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/stage/,3
354,white_clubba.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/actor/,3
355,yellow_magikoopa.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/actor/,3
356,swoopula.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/actor/,3
357,white_magikoopa.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/actor/,3
358,gray_magikoopa.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/actor/,3
359,green_magikoopa.c,/home/matt/Desktop/papermario-dx/src/battle/area/pra/actor/,3
